Delete,UniqueSubjNum,SubjNum,ExpName,Cat,Condition,SDtoday,FRtoday,Time,Time2,Date,DayofWeek,Month,NumSubs,SameGeNder,SameGenWhat,CellPhone,Internet,PaidPool,Late,SignUp,Age,Gender,NativeLang,SecondLang,AdditionalLang,SecondProficiency,Bilingual,AcademicYear,ExamLastWeek,ExamnextWeek,BusyDay,ClassBefore,ClassAfter,FirstExp,OtherExps,LastMealWhen,LastMealWhat,Breakfast,BreakfastWhat,Alcohol,DrinksPerWeek,CoffeeTea,Exercise,ExerciseFreq,SleepAvg,SleepLastNight,Tired,ExpDifficulty,GiveUp,MostlyGuess,1_Block,2_Block,3_Block,4_Block,Total
0,84,93,Executive Function Battery,RD,IIFirst,1,0,14.5,2Early Afternoon,2026-12-09,3_Wed,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Female,English,None,NA,0,0,1,0,0,1,1,0,0,1,3.5,chicken wrap,1,yogurt drink and banana,1,5,1,1,1,8,8,3,3,0,0,0.4375,0.6875,0.7375,0.675,0.634375
0,86,95,Executive Function Battery,RD,IIFirst,1,0,16.5,3LateAfternoon,2026-12-09,3_Wed,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Male,English,Egyptian Arabic,NA,1,1,1,1,1,1,1,0,0,1,5,Dynamite Chicken and Spaghetti,0,NA,1,2,0,0,0,6,5,6,3,0,0,0.75,0.8125,0.7875,0.8875,0.809375
0,87,96,Executive Function Battery,RD,RDFirst,1,0,18,3LateAfternoon,2026-12-09,3_Wed,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Female,English,French,NA,3,1,1,0,0,1,1,0,1,0,2,Hot Dog,0,0thing,1,9,0,1,2,7,5,6,2,0,0,0.75,0.875,0.8625,0.9,0.846875
0,88,97,Executive Function Battery,RD,IIFirst,1,0,18,3LateAfternoon,2026-12-09,3_Wed,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Female,English,French,NA,1,1,1,0,0,1,1,0,1,0,2,pasta and chicken wings,1,bagel and juice,1,8,1,1,4,7,8,5,2,0,0,0.7625,0.8125,0.7875,0.7125,0.76875
0,89,98,Executive Function Battery,RD,RDFirst,1,0,18,3LateAfternoon,2026-12-09,3_Wed,10_Oct,NA,NA,NA,0,0,Pool,0,1,17,Female,English,None,NA,4,1,1,0,0,0,1,0,0,1,2,soup and fruit,1,Cereal,1,1,1,1,4,7,8,5,4,0,0,0.575,0.7125,0.9125,0.8875,0.771875
0,90,99,Executive Function Battery,RD,IIFirst,1,0,18,3LateAfternoon,2026-12-09,3_Wed,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Male,English,French,NA,1,1,3,0,0,1,1,0,1,0,2,Spaghetti and meat balls,1,Cereal and fruits,1,30,1,1,3,7,6,6,6,0,0,0.3875,0.5875,0.5125,0.5125,0.5
0,91,100,Executive Function Battery,II,RDFirst,0,1,12.5,1Morning,2005-12-10,5_Fri,10_Oct,NA,NA,NA,0,0,Pool,0,1,34,Female,English,Oneida,French,1,1,1,0,1,1,1,0,0,3,4,coffee and breakfast sandwich from timmies,1,Breakfast Sandwich and Tea,1,0,1,1,3,6,5,7,3,1,0,0.6125,0.6875,0.725,0.7375,0.690625
0,92,101,Executive Function Battery,II,IIFirst,0,1,12.5,1Morning,2005-12-10,5_Fri,10_Oct,NA,NA,NA,0,0,Pool,0,1,37,Male,English,Ojibwe,NA,1,1,1,0,0,0,1,0,0,4,12,sandwich,1,"eggs, sausage, pancake",0,0,1,1,2,8,6,4,4,0,0,0.5625,0.625,0.65,0.6125,0.6125
0,93,102,Executive Function Battery,II,RDFirst,0,1,13,2Early Afternoon,2004-12-10,4_Thu,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Male,English,Korean,NA,2,1,1,0,0,0,0,1,0,3,1,grilled cheese,1,muffin and milk,1,2,1,1,4,7,7,6,3,1,0,0.65,0.7,0.6875,0.7125,0.6875
0,94,103,Executive Function Battery,RD,IIFirst,1,0,8.5,1Morning,2023-12-11,5_Fri,10_Oct,NA,NA,NA,0,0,Pool,2,1,26,Male,English,Sinhalese,NA,4,1,3,1,1,0,0,1,0,6,16,"Pasta, chicken",0,none,1,2,1,1,3,6,6,3,5,0,0,0.8,0.7625,0.8875,0.9125,0.763486842
0,95,104,Executive Function Battery,RD,RDFirst,1,0,14.5,2Early Afternoon,2027-12-09,4_Thu,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Female,English,None,NA,0,0,1,0,0,1,1,0,0,1,1,Sandwich,0,NA,1,2,1,1,3,6,6,6,4,1,0,0.5125,0.7875,0.775,0.7875,0.715625
0,97,106,Executive Function Battery,RD,RDFirst,1,0,14.5,2Early Afternoon,2027-12-09,4_Thu,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Female,English,None,NA,0,0,1,0,0,1,1,0,0,1,5,bagel,1,bagel and juice,1,1,1,1,2,8,7,4,4,0,0,0.7375,0.8125,0.875,0.85,0.81875
0,98,107,Executive Function Battery,RD,IIFirst,1,0,14.5,2Early Afternoon,2027-12-09,4_Thu,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Male,English,French,NA,1,1,1,0,0,0,1,0,0,1,0.5,donuts,1,Cereal and milk,0,NA,0,0,NA,7,7,4,3,0,0,0.7125,0.825,0.8,0.85,0.796875
0,99,108,Executive Function Battery,RD,RDFirst,1,0,16,3LateAfternoon,2027-12-09,4_Thu,10_Oct,NA,NA,NA,0,0,Pool,0,1,17,Female,English,None,NA,0,0,1,0,0,1,0,0,1,0,3,a bagel and coffee,1,bagel and coffee,1,1,1,1,4,8,NA,2,5,1,0,0.4625,0.675,0.8125,0.8375,0.696875
0,100,109,Executive Function Battery,RD,IIFirst,1,0,16,3LateAfternoon,2027-12-09,4_Thu,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Female,English,Tamil,NA,3,1,1,0,0,0,1,0,0,1,5,"pasta, poutine",0,nothing,1,15,1,0,1,7,7,2,4,0,1,0.7625,0.775,0.8,0.775,0.778125
0,101,110,Executive Function Battery,RD,RDFirst,1,0,16,3LateAfternoon,2027-12-09,4_Thu,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Female,English,None,NA,1,1,1,0,0,1,1,1,1,0,NA,Bagel and cream cheese,0,NA,1,2,1,1,2,5,4,5,3,0,1,0.6375,0.725,0.6875,0.7625,0.703125
0,102,111,Executive Function Battery,RD,IIFirst,1,0,16,3LateAfternoon,2027-12-09,4_Thu,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Male,English,None,NA,0,0,1,0,0,1,1,1,1,0,1,Bagel with cream cheese,1,Cereal with milk,1,1,1,1,1,7,10,6,2,1,0,0.4875,0.6625,0.6625,0.675,0.621875
0,104,114,Executive Function Battery,II,IIFirst,0,1,15.5,2Early Afternoon,2005-12-10,5_Fri,10_Oct,NA,NA,NA,0,0,Pool,0,1,19,Female,English,Cantonese,NA,3,1,1,0,1,1,1,0,1,1,2,"Sandwich, chips, juice, apple, granola bar, yogurt",1,cereal and milk,1,0,1,1,1,6,5,7,7,1,0,0.4875,0.55,0.4625,0.475,0.49375
0,105,115,Executive Function Battery,II,RDFirst,0,1,14,2Early Afternoon,2005-12-10,5_Fri,10_Oct,NA,NA,NA,0,0,Pool,22,1,19,Female,English,Polish,NA,3,1,2,0,0,0,0,0,0,3,1,"Sausage with ketchup, mustard and a pickle and slice of bread",0,NA,1,1,1,1,3,7,9,2,1,0,1,0.6,0.675,0.675,0.6875,0.659375
0,106,116,Executive Function Battery,RD,IIFirst,1,0,15.5,2Early Afternoon,2028-12-09,5_Fri,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Female,English,Sinhalese,NA,4,1,1,0,0,1,1,0,1,1,3,Pizza with garlic sauce,1,"I sometimes eat breakfast (assuming there is time). If I do, I eat an apple with some water.",1,6,0,1,2,5,11,6,3,1,0,0.775,0.8,0.725,0.6875,0.746875
0,107,117,Executive Function Battery,RD,RDFirst,1,0,15.5,2Early Afternoon,2028-12-09,5_Fri,10_Oct,NA,NA,NA,0,0,Pool,0,1,18,Female,English,Vietnamese,NA,3,1,1,0,1,0,1,0,0,1,6,fried rice,1,bagel and cream cheese,0,0,1,1,2,6,7,6,5,0,0,0.5375,0.425,0.5125,0.5,0.49375
0,111,121,Executive Function Battery,II,RDFirst,0,1,9.5,1Morning,2020-12-11,2_Tue,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,None,NA,0,0,1,1,1,1,0,1,0,2,13,sandwich,0,NA,1,3,1,1,2,6,6,6,3,0,0,0.575,0.65,0.6375,0.5875,0.6125
0,112,122,Executive Function Battery,RD,IIFirst,1,0,14.5,2Early Afternoon,2021-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,20,Female,English,None,NA,0,0,2,0,1,1,1,0,0,1,4,"sandwich, apple",1,"cereal, orange",0,0,1,1,4,8,7,5,5,0,0,0.7625,0.825,0.825,0.9125,0.74375
0,113,123,Executive Function Battery,RD,RDFirst,1,0,11,1Morning,2013-12-11,1_Mon,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Male,English,Arabic,NA,3,1,2,0,1,1,0,1,0,1,3,Raisin bran cereal and milk,1,Raisin bran cereal and milk,0,0,0,1,5,8,8,2,2,0,0,0.65,0.675,0.625,0.625,0.739638158
0,116,126,Executive Function Battery,RD,IIFirst,1,0,12.5,1Morning,2020-12-11,2_Tue,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,None,NA,0,0,1,1,1,0,1,0,0,3,2,a bagel,0,NA,0,0,0,1,3,8,8,4,2,0,0,0.6375,0.8125,0.8375,0.75,0.758881579
0,117,127,Executive Function Battery,II,RDFirst,0,1,12.5,1Morning,2020-12-11,2_Tue,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,25,Female,English,None,NA,0,0,2,0,0,0,0,0,0,1,2,cereal,0,none,0,0,1,0,0,8,9,1,2,0,1,0.65,0.7,0.7375,0.7375,0.70625
0,118,128,Executive Function Battery,RD,IIFirst,1,0,8.5,1Morning,1930-12-11,5_Fri,10_Oct,NA,NA,NA,NA,NA,Pool,1,1,18,Female,English,None,NA,3,1,1,1,1,1,0,1,0,4,NA,NA,0,NA,1,3,1,1,4,7,6,5,4,0,0,0.875,0.8875,0.8875,0.8875,0.761842105
0,119,129,Executive Function Battery,II,RDFirst,0,1,16,3LateAfternoon,2022-12-11,4_Thu,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,Mandarin,NA,1,1,1,1,1,1,1,0,0,1,2,"Pasta, corn, mashed potatoes, chocolate",1,"Eggs, bacon, fruit",1,3,1,1,2,5,4,6,3,0,0,0.7,0.7625,0.75,0.6875,0.725
0,120,130,Executive Function Battery,II,IIFirst,0,1,14,2Early Afternoon,2013-12-11,2_Tue,10_Oct,NA,NA,NA,NA,NA,Pool,30,1,19,Male,English,None,NA,0,0,1,0,1,1,1,0,1,0,2,Lunch,1,"Eggs, Oatmeal, Recon",1,3,1,1,5,7,6,7,3,0,0,0.6375,0.625,0.65,0.5875,0.625
0,122,133,Executive Function Battery,II,RDFirst,0,1,11,1Morning,2021-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,None,NA,2,1,1,0,1,1,1,0,1,0,4,cereal,1,cereal and milk,1,3,1,1,6,9,8,5,3,1,0,0.525,0.725,0.6625,0.6,0.628125
0,123,136,Executive Function Battery,RD,IIFirst,1,0,11,1Morning,2021-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,17,Male,English,None,NA,0,0,1,1,1,1,0,0,0,3,14,Sandwich,0,NA,1,6,1,0,0,6,7,6,2,0,0,0.775,0.8625,0.8,0.7125,0.764802632
0,125,138,Executive Function Battery,II,IIFirst,0,1,13,2Early Afternoon,2014-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,43,Male,English,Dutch,NA,1,1,1,0,1,1,0,1,0,3,12,Dinner,0,NA,1,1,1,0,0,8,8,2,2,0,0,0.6625,0.7625,0.775,0.8,0.75
0,127,140,Executive Function Battery,II,IIFirst,0,1,13,2Early Afternoon,2014-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,None,NA,0,0,1,0,1,0,1,1,0,4,1,Chicken fingers and soup,1,english muffin with peanut butter,1,2,1,1,5,8,8,3,4,0,0,0.675,0.675,0.725,0.675,0.6875
0,128,141,Executive Function Battery,RD,RDFirst,1,0,13,2Early Afternoon,2014-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,None,NA,2,1,1,0,1,1,1,1,0,1,4.5,Tim Hortons Iced Capp and Yogurt cup,1,Tim Hortons Iced Capp and yogurt cup,1,5,0,NA,3,5,5,6,3,0,0,0.575,0.8125,0.8875,0.8375,0.741776316
0,129,142,Executive Function Battery,II,IIFirst,0,1,14.5,2Early Afternoon,2014-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,20,Female,English,Portuguese,NA,4,1,3,0,1,1,1,0,0,10,4,Cereal,1,Cereal,1,3,0,0,0,7,9,3,3,0,0,0.7875,0.8375,0.85,0.9375,0.853125
0,130,143,Executive Function Battery,RD,RDFirst,1,0,14.5,2Early Afternoon,2014-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,19,Female,English,French,NA,2,1,2,0,1,0,1,0,0,1,1,Bagel with cream cheese,1,2 eggs,1,5,1,1,5,6,5,6,4,0,0,0.575,0.8625,0.825,0.8625,0.733717105
0,131,144,Executive Function Battery,II,IIFirst,0,1,14.5,2Early Afternoon,2014-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,19,Male,English,None,NA,0,0,1,0,0,1,1,0,0,1,3,Eggs in a warp with cheese,1,a wrap with ham,1,6,1,1,8,6,6,5,2,0,0,0.6625,0.7875,0.8125,0.7875,0.7625
0,132,145,Executive Function Battery,RD,RDFirst,1,0,14.5,2Early Afternoon,2014-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,Mandarin,Cantonese,0,0,1,0,1,1,1,0,0,3,3,Eggs,1,A pear,0,0,1,1,4,4,6,4,5,1,1,0.475,0.4875,0.4625,0.4,0.714869639
0,133,146,Executive Function Battery,RD,IIFirst,1,0,16.5,3LateAfternoon,2021-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,19,Male,English,French,NA,1,1,1,1,0,1,1,0,0,1,2,Cereal,1,Cereal and milk,1,2,1,1,4,8,2,7,4,1,1,0.5625,0.4875,0.5375,0.4625,0.728520955
0,134,147,Executive Function Battery,II,RDFirst,0,1,16.5,3LateAfternoon,2021-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,None,NA,1,1,1,0,1,1,1,0,0,5,5,mr. noodles,1,a granola bar,1,1,0,1,1,7,6,3,3,0,0,0.6375,0.7,0.75,0.7,0.696875
0,135,148,Executive Function Battery,RD,IIFirst,1,0,16.5,3LateAfternoon,2021-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Male,English,Tamil,French,2,1,1,1,1,1,1,0,0,1,5,"1 chicken kabob, 1 sloppy joe, 4 ounces of corn",0,N/a,1,10,1,1,3,5,5,6,3,0,0,0.8,0.9,0.9125,0.9125,0.715856482
0,136,149,Executive Function Battery,II,RDFirst,0,1,18,3LateAfternoon,2021-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,17,Female,English,German,NA,2,1,1,1,1,1,1,0,0,1,2,cafe burger,0,nada,1,2,1,0,0,6,3,7,4,1,1,0.625,0.725,0.6375,0.725,0.678125
0,137,150,Executive Function Battery,II,IIFirst,0,1,18,3LateAfternoon,2014-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,None,NA,0,0,1,0,1,1,0,0,0,1,7,fruit salad,1,oatmeal and toast and milk,0,0,1,1,5,7,7,6,3,1,0,0.675,0.6625,0.6125,0.7,0.6625
0,138,151,Executive Function Battery,RD,RDFirst,1,0,18,3LateAfternoon,2014-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,Cantonese,NA,3,1,1,0,1,1,1,0,0,3,7,Salad,1,a peach and a muffin,0,0,1,1,1,6,5,6,2,0,0,0.7625,0.85,0.8125,0.875,0.700395955
0,139,152,Executive Function Battery,II,IIFirst,0,1,18,3LateAfternoon,2014-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,17,Male,English,Gujrati,NA,4,1,1,0,1,1,1,0,1,0,3,"Butter Chicken, Rice, Hot Dog",1,Scrambled Eggs and Coffee,1,1,1,1,5,6,4,4,4,0,0,0.575,0.625,0.625,0.65,0.61875
0,142,155,Executive Function Battery,RD,RDFirst,1,0,13,2Early Afternoon,2015-12-11,4_Thu,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,17,Male,English,Marathi,Hindi,4,1,1,0,1,1,1,0,0,1,5,breakfast,1,"eggs, sausage, bacon, biscuit",0,0,1,1,1,6,5,4,3,1,0,0.475,0.85,0.85,0.825,0.703356482
0,143,156,Executive Function Battery,RD,IIFirst,1,0,18,3LateAfternoon,2022-12-11,4_Thu,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,None,NA,0,0,1,0,1,1,1,1,0,3,NA,Cereal and fruits,1,Toast,0,0,1,1,1,8,6,6,4,1,1,0.8125,0.8625,0.8125,0.8,0.707961745
0,144,158,Executive Function Battery,RD,IIFirst,1,0,14.5,2Early Afternoon,2022-12-11,4_Thu,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,Romanian,NA,4,1,1,1,1,1,1,0,1,0,3,breakfast,1,cinnamon roll,0,0,1,1,3,7,8,5,3,1,0,0.6375,0.65,0.8,0.7125,0.705494639
0,146,160,Executive Function Battery,II,IIFirst,0,1,16,3LateAfternoon,2015-12-11,4_Thu,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,17,Female,English,Polish,NA,3,1,1,1,1,0,0,0,0,3,5,bagel,1,eggo,1,2,0,1,7,8,8,4,5,0,0,0.5625,0.5375,0.6125,0.4875,0.55
0,147,161,Executive Function Battery,RD,RDFirst,1,0,16,3LateAfternoon,2015-12-11,4_Thu,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,17,Male,English,None,NA,0,0,1,0,1,0,0,0,1,0,19,French Fries and Chicken Tenders,0,NA,0,0,0,1,3,4,10,7,3,0,0,0.4875,0.475,0.6,0.85,0.730988061
0,149,163,Executive Function Battery,II,RDFirst,0,1,14,2Early Afternoon,2023-12-11,5_Fri,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Male,English,None,NA,0,0,1,1,1,1,1,0,0,3,6,breakfast sandwich at timmies,1,breakfast sandwich at timmies,0,0,0,1,4,7,6,5,4,0,0,0.8625,0.9,0.8625,0.9375,0.890625
0,150,165,Executive Function Battery,II,RDFirst,0,1,15.5,2Early Afternoon,2023-12-11,5_Fri,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,None,NA,0,0,1,1,1,1,0,0,0,2,4,Bagel with cream cheese,0,Bagel with cream cheese,1,3,1,1,4,7,9,3,5,1,1,0.5,0.55,0.45,0.575,0.51875
0,152,168,Executive Function Battery,II,IIFirst,0,1,15.5,2Early Afternoon,2016-12-11,5_Fri,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,French,NA,1,1,1,0,1,1,1,0,0,3,5,sandwich,0,nothing,NA,10,0,1,3,5,4,5,4,0,0,0.5625,0.575,0.6125,0.5875,0.584375
0,154,171,Executive Function Battery,II,RDFirst,0,1,15.5,2Early Afternoon,1933-12-11,1_Mon,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,19,Female,English,Spanish,NA,1,1,2,0,1,1,1,0,0,1,1,Peanut butter and banana smoothie,1,Meal replacement shake,0,0,0,1,1,7,6,5,3,0,0,0.7125,0.75,0.7375,0.7125,0.728125
0,156,173,Executive Function Battery,II,RDFirst,0,1,9,1Morning,2027-12-11,2_Tue,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,None,NA,0,0,1,1,1,1,0,0,1,0,12,Cereal,0,NA,1,2,1,1,3,8,7,5,4,1,1,0.4375,0.4875,0.5375,0.525,0.496875
0,157,174,Executive Function Battery,RD,IIFirst,1,0,10.5,1Morning,2027-12-11,2_Tue,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,None,NA,2,1,2,1,1,1,0,1,1,0,2,Banana oatmeal muffin,1,Banana oatmeal muffin,0,0,1,1,3,7,6,5,3,1,1,0.725,0.8375,0.8875,0.825,0.787006579
0,159,176,Executive Function Battery,RD,IIFirst,1,0,10.5,1Morning,2027-12-11,2_Tue,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,17,Female,English,Hindi,Gujarati,3,1,1,1,1,0,0,1,0,3,16,cereal,0,NA,1,1,1,1,2,6,7,6,4,1,1,0.5625,0.7875,0.8125,0.825,0.790789474
0,161,178,Executive Function Battery,RD,IIFirst,1,0,12.5,1Morning,1934-12-11,2_Tue,10_Oct,NA,NA,NA,NA,NA,Pool,3,1,18,Female,English,None,NA,0,0,1,1,0,0,1,0,0,2,17,Chicken and rice,0,NA,0,0,1,0,0,7,6,7,2,0,0,0.55,0.925,0.95,0.925,0.777302632
0,162,179,Executive Function Battery,II,RDFirst,0,1,12.5,1Morning,1934-12-11,2_Tue,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,34,Female,English,None,NA,0,0,3,1,0,0,0,1,0,10,14,Italian chicken with noodles,1,Nothing today,1,0,1,0,0,6,6,4,5,0,0,0.675,0.675,0.725,0.65,0.68125
0,163,180,Executive Function Battery,RD,IIFirst,1,0,14,2Early Afternoon,1934-12-11,2_Tue,10_Oct,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,French,Tamil,4,1,1,1,0,0,1,1,0,4,1,veggie burger and cake,1,Nothing,0,0,0,1,7,7,9,5,4,1,0,0.8,0.7625,0.7875,0.775,0.774506579
0,168,185,Executive Function Battery,II,IIFirst,0,1,11,1Morning,2028-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,NA,1,17,Female,English,None,NA,0,0,NA,1,0,1,1,1,0,1,1,Soup,0,NA,0,0,0,1,4,6,5,6,5,1,0,0.5375,0.4625,0.625,0.7375,0.590625
0,170,187,Executive Function Battery,II,IIFirst,0,1,11,1Morning,2028-12-11,3_Wed,10_Oct,NA,NA,NA,NA,NA,Pool,NA,1,18,Male,English,None,NA,0,0,1,1,1,1,1,1,0,2,NA,a bagel and milk,1,a bagel and milk,0,0,1,1,1,8,8,2,1,0,0,0.625,0.725,0.7625,0.7125,0.70625
0,171,188,Executive Function Battery,II,RDFirst,0,1,8.5,1Morning,2006-12-12,5_Fri,11_Nov,NA,NA,NA,NA,NA,Pool,0,1,17,Female,English,French,NA,2,1,1,0,0,0,0,1,0,2,13,Veggie wrap,1,nothing today,1,0,1,0,0,7,7,5,3,1,0,0.6,0.6625,0.6125,0.6875,0.640625
0,175,192,Executive Function Battery,II,IIFirst,0,1,12.5,1Morning,2010-12-12,2_Tue,11_Nov,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,Twi,NA,2,1,1,1,0,1,1,1,0,3,NA,a sandwhich,0,NA,0,NA,0,1,1,6,6,4,3,0,0,0.6625,0.7125,0.75,0.8375,0.740625
0,176,193,Executive Function Battery,II,IIFirst,0,1,12.5,1Morning,2010-12-12,2_Tue,11_Nov,NA,NA,NA,NA,NA,Pool,4,1,18,Female,English,French,NA,4,1,1,0,1,0,1,0,0,2,4,a muffin,1,a muffin,0,0,0,1,2,7,10,5,4,1,0,0.6,0.725,0.7,0.7125,0.684375
0,177,194,Executive Function Battery,II,IIFirst,0,1,12.5,1Morning,2010-12-12,2_Tue,11_Nov,NA,NA,NA,NA,NA,Pool,8,1,18,Female,English,Mandarin,NA,2,1,1,1,1,0,0,1,0,3,15,Dinner,0,NA,0,0,1,0,1,7,6,7,4,1,1,0.675,0.6125,0.5875,0.55,0.60625
0,179,196,Executive Function Battery,II,IIFirst,0,1,14,2Early Afternoon,2010-12-12,2_Tue,11_Nov,NA,NA,NA,NA,NA,Pool,0,1,18,Female,English,None,NA,0,0,1,1,0,0,1,0,1,0,2,ham and swiss on a bagel,1,yogurt and granola,1,2,1,1,4,6,6,4,5,0,0,0.6125,0.6,0.7375,0.7125,0.665625
0,181,198,Executive Function Battery,II,RDFirst,0,1,9.5,1Morning,2018-12-12,3_Wed,11_Nov,NA,NA,NA,NA,NA,Pool,NA,1,18,Female,English,None,NA,0,0,1,1,0,0,0,1,0,3,1.5,breakfast,1,cereal,1,2,1,1,3,7,6,4,4,0,1,0.7125,0.6875,0.675,0.7875,0.715625
0,182,199,Executive Function Battery,RD,IIFirst,1,0,9.5,1Morning,2018-12-12,3_Wed,11_Nov,NA,NA,NA,NA,NA,Pool,NA,1,18,Male,English,None,NA,2,1,1,1,0,1,0,1,0,4,2,"pancakes, eggs",1,"pancakes, eggs",1,14,1,1,4,8,6,5,4,1,1,0.5125,0.4625,0.5625,0.725,0.727083333
0,183,200,Executive Function Battery,II,RDFirst,0,1,11,1Morning,2018-12-12,3_Wed,11_Nov,NA,NA,NA,NA,NA,Pool,NA,1,22,Male,English,None,NA,0,0,4,0,0,0,0,0,0,3,4,cereal,1,cereal,1,1,1,1,6,7,8,1,2,0,0,0.65,0.65,0.65,0.7125,0.665625
0,186,2,Executive Function Timing,II,Control,0,1,12,1Morning,2026-12-01,4_Thu,01_Jan,3,0,NA,0,0,Pool,0,1,18,Female,English,None,NA,0,0,1,0,0,0,1,0,0,2,2,breakfast,1,yogurt and graNla,0,12,1,1,2,8,8,5,3,0,0,0.55,0.7,0.725,0.7125,0.6719
0,187,3,Executive Function Timing,II,Control,0,1,12,1Morning,2026-12-01,4_Thu,01_Jan,3,0,NA,0,0,Pool,0,1,18,Male,English,French,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,Grilled cheese and chocolate milk.,NA,NA,NA,20,NA,NA,2,7,11,NA,NA,NA,NA,0.775,0.8125,0.9,0.9,0.8469
0,188,11,Executive Function Timing,II,Control,0,1,15.75,2Early Afternoon,2026-12-01,4_Thu,01_Jan,5,0,NA,0,0,Pool,0,1,18,Female,English,Hebrew,French,2,1,1,0,1,1,1,0,0,5,3,Cereal,0,NA,1,5,0,1,3,8,9,2,6,1,1,0.575,0.625,0.625,0.6375,0.6156
0,190,13,Executive Function Timing,II,Control,0,1,15.75,2Early Afternoon,2026-12-01,4_Thu,01_Jan,5,0,NA,0,0,Pool,0,1,18,Female,English,French,NA,1,1,1,0,0,0,1,0,0,4,4,Grilled cheese sandwich and vegetable jambalaya,1,Nthing today,0,0,1,1,2,10,9,1,5,0,0,0.8125,0.9,0.8,0.8375,0.8375
0,194,28,Executive Function Timing,II,Control,0,1,16,3LateAfternoon,2027-12-01,5_Fri,01_Jan,3,1,M,0,0,Pool,5,1,18,Male,English,French,NA,1,1,1,0,0,0,1,0,0,3,1,"Fruit, milk",1,"Eggs, toast, hashbrowns, orange juice",1,2,1,1,2,6,8,4,4,0,0,0.6875,0.6625,0.8,0.8375,0.7469
0,197,31,Executive Function Timing,II,Control,0,1,11.5,1Morning,1930-12-01,1_Mon,01_Jan,1,NA,F,0,0,Pool,0,1,18,Female,English,Arabic,NA,4,1,1,0,1,1,1,1,0,2,3,bagel with coffe,1,bagel and coffee,0,0,1,1,1,6,5,2,3,0,0,0.675,0.7125,0.675,0.45,0.6281
